id,server,except_server,activityId,activityGroup,activityExclude,,isopen,area,acType,seType,startTimeType,startTime,endTime,appearTime,disappearTime,effectiveTime,levelVis,vipVis,conditionVis,conditionNum,serverLimit,playerLimit,reissue,plate,channelType,channel,integral,,,,,,,,,,
80015,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,25200,25368,25200,25368,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80016,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,25368,25536,25368,25536,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80017,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,25536,25704,25536,25704,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80018,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,25704,25872,25704,25872,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80019,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,25872,26040,25872,26040,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80020,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,26040,26208,26040,26208,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80021,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,26208,26376,26208,26376,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80022,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,26376,26544,26376,26544,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80023,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,26544,26712,26544,26712,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80024,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,26712,26880,26712,26880,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80025,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,26880,27048,26880,27048,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80026,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,27048,27216,27048,27216,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80027,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,27216,27384,27216,27384,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80028,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,27384,27552,27384,27552,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80029,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,27552,27720,27552,27720,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80030,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,27720,27888,27720,27888,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80031,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,27888,28056,27888,28056,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80032,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,28056,28224,28056,28224,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80033,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,28224,28392,28224,28392,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80034,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,28392,28560,28392,28560,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80035,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,28560,28728,28560,28728,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80036,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,28728,28896,28728,28896,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80037,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,28896,29064,28896,29064,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80038,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,29064,29232,29064,29232,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80039,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,29232,29400,29232,29400,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80040,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,29400,29568,29400,29568,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80041,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,29568,29736,29568,29736,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80042,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,29736,29904,29736,29904,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80043,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,29904,30072,29904,30072,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80044,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,30072,30240,30072,30240,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80045,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,30240,30408,30240,30408,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80046,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,30408,30576,30408,30576,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80047,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,30576,30744,30576,30744,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80048,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,30744,30912,30744,30912,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80049,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,30912,31080,30912,31080,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80050,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,31080,31248,31080,31248,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80051,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,31248,31416,31248,31416,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80052,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,31416,31584,31416,31584,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80053,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,31584,31752,31584,31752,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80054,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,31752,31920,31752,31920,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80055,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,31920,32088,31920,32088,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80056,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,32088,32256,32088,32256,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80057,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,32256,32424,32256,32424,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80058,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,32424,32592,32424,32592,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80059,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,32592,32760,32592,32760,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80060,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,32760,32928,32760,32928,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80061,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,32928,33096,32928,33096,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80062,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,33096,33264,33096,33264,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80063,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,33264,33432,33264,33432,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80064,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,33432,33600,33432,33600,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80065,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,33600,33768,33600,33768,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80066,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,33768,33936,33768,33936,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80067,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,33936,34104,33936,34104,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80068,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,34104,34272,34104,34272,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80069,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,34272,34440,34272,34440,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80070,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,34440,34608,34440,34608,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80071,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,34608,34776,34608,34776,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80072,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,34776,34944,34776,34944,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80073,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,34944,35112,34944,35112,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80074,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,35112,35280,35112,35280,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80075,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,35280,35448,35280,35448,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80076,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,35448,35616,35448,35616,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80077,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,35616,35784,35616,35784,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80078,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,35784,35952,35784,35952,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80079,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,35952,36120,35952,36120,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80080,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,36120,36288,36120,36288,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80081,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,36288,36456,36288,36456,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80082,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,36456,36624,36456,36624,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80083,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,36624,36792,36624,36792,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80084,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,36792,36960,36792,36960,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80085,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,36960,37128,36960,37128,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80086,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,37128,37296,37128,37296,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80087,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,37296,37464,37296,37464,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80088,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,37464,37632,37464,37632,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80089,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,37632,37800,37632,37800,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80090,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,37800,37968,37800,37968,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80091,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,37968,38136,37968,38136,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80092,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,38136,38304,38136,38304,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80093,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,38304,38472,38304,38472,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80094,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,38472,38640,38472,38640,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80095,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,38640,38808,38640,38808,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80096,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,38808,38976,38808,38976,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80097,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,38976,39144,38976,39144,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80098,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,39144,39312,39144,39312,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80099,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,39312,39480,39312,39480,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80100,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,39480,39648,39480,39648,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80101,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,39648,39816,39648,39816,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80102,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,39816,39984,39816,39984,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80103,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,39984,40152,39984,40152,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80104,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,40152,40320,40152,40320,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80105,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,40320,40488,40320,40488,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80106,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,40488,40656,40488,40656,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80107,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,40656,40824,40656,40824,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80108,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,40824,40992,40824,40992,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80109,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,40992,41160,40992,41160,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80110,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,41160,41328,41160,41328,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80111,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,41328,41496,41328,41496,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80112,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,41496,41664,41496,41664,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80113,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,41664,41832,41664,41832,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80114,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,41832,42000,41832,42000,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80115,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,42000,42168,42000,42168,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80116,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,42168,42336,42168,42336,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80117,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,42336,42504,42336,42504,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80118,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,42504,42672,42504,42672,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80119,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,42672,42840,42672,42840,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80120,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,42840,43008,42840,43008,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80121,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,43008,43176,43008,43176,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80122,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,43176,43344,43176,43344,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80123,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,43344,43512,43344,43512,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80124,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,43512,43680,43512,43680,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80125,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,43680,43848,43680,43848,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80126,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,43848,44016,43848,44016,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80127,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,44016,44184,44016,44184,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80128,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,44184,44352,44184,44352,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80129,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,44352,44520,44352,44520,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80130,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,44520,44688,44520,44688,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80131,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,44688,44856,44688,44856,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80132,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,44856,45024,44856,45024,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80133,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,45024,45192,45024,45192,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80134,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,45192,45360,45192,45360,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80135,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,45360,45528,45360,45528,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80136,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,45528,45696,45528,45696,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80137,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,45696,45864,45696,45864,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80138,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,45864,46032,45864,46032,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80139,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,46032,46200,46032,46200,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80140,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,46200,46368,46200,46368,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80141,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,46368,46536,46368,46536,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80142,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,46536,46704,46536,46704,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80143,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,46704,46872,46704,46872,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80144,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,46872,47040,46872,47040,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80145,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,47040,47208,47040,47208,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80146,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,47208,47376,47208,47376,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80147,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,47376,47544,47376,47544,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80148,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,47544,47712,47544,47712,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80149,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,47712,47880,47712,47880,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80150,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,47880,48048,47880,48048,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80151,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,48048,48216,48048,48216,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80152,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,48216,48384,48216,48384,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80153,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,48384,48552,48384,48552,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80154,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,48552,48720,48552,48720,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80155,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,48720,48888,48720,48888,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80156,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,48888,49056,48888,49056,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80157,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,49056,49224,49056,49224,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80158,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,49224,49392,49224,49392,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80159,"[[1,9999999999]]",,107,,,每日充值B - Nạp Thẻ Hàng Ngày B,1,3,104,104,3,49392,49560,49392,49560,,10,0,,,0,0,1,0,,,,,,,,,,,,,
80160,"[[1,9999999999]]",,95,,,每日充值A - Nạp Thẻ Hàng Ngày A,1,3,104,104,3,49560,49728,49560,49728,,10,0,,,0,0,1,0,,,,,,,,,,,,,
